faci_cd,faci_nm,ftype_nm,cp_nm,cpb_nm,faci_road_addr,addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,fmng_dept_nm,faci_stat_nm,faci_mng_type_cd,fmng_type_gb_nm,reg_dt,fmng_cpb_nm,inout_gbn_nm,faci_lat,faci_zip,fmng_cp_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,faci_mng_user_telno,atnm_chk_yn,fcob_nm,faci_addr,ssm_dsn_yn,faci_homepage,stand_seat_cnt,faci_gfa,cp_ymd,stand_cpt_psn_cnt
                                    88D32C3036BE4AF08410C8D0F971E758,갈마공원축구장,축구장,대전광역시,서구,대전광역시 서구 갈마역로 55 (갈마동),대전광역시,N,,18528,20161107.0,,정상운영,위탁운영        ,지자체,2016-11-07,서구,실외,36.35564922259765,35227.0,대전광역시,갈마동,서구,35227.0,,127.37326210999296,2024-10-31,공공,,N,축구장,대전광역시 서구 갈마동  820,,,300.0,7603.0,,500.0
                                    6CDD8D25F41BE3F004FC266287FAD0F6,화정공설운동장,축구장,경상남도,의령군,경상남도 의령군 화정면 화정로 328,경상남도,N,,18529,20131202.0,의병문화관광과,정상운영,자체운영        ,지자체,2016-12-31,의령군,실외,35.27478464512717,52157.0,경상남도,상정리,의령군,52157.0,055-570-2422,128.21204532059707,2025-01-31,공공,055-5702-422,N,축구장,경상남도 의령군 화정면 상정리 601-2 화정중학교,X,,,6611.0,20131202.0,
                                    A376C5CBA5E367B9AD9F35C37476E7C5,정남진리조트축구장,축구장,전라남도,장흥군,전라남도 장흥군 부산면 심천공원길25-27,전라남도,N,,18531,20161231.0,문화관광과,정상운영,자체운영        ,지자체,2016-12-31,장흥군,실외,34.631119176,59341.0,전라남도,지천리,장흥군,59341.0,061-860-0436,126.9660486653,2024-10-31,공공,061-860-0256,N,축구장,,,,1180.0,8000.0,,3000.0
                                    4B95414096AD74F53FD77E0FB02CA8B8,늘솔길근린공원인조잔디구장,축구장,인천광역시,남동구,인천광역시 남동구 고잔로41번길 43 (논현동),인천광역시,N,,18532,,체육진흥과,정상운영,자체운영        ,지자체,2016-12-31,남동구,실외,37.3945640473066,21678.0,인천광역시,논현동,남동구,21678.0,032-453-6283,126.719568171295,2025-01-30,공공,032-453-6283,N,축구장,인천광역시 남동구 논현동 738-8,X,,,6409.0,,
                                    3C688B78E382D9C2A7A72E3760F44E6C,대산면공설운동장,축구장,경상남도,함안군,경상남도 함안군 대산면 월포길 51-99,경상남도,N,,18549,19999999.0,문화공보체육과,정상운영,자체운영        ,지자체,2016-12-31,함안군,실내외,35.3557242770893,52011.0,경상남도,구혜리,함안군,52011.0,055-580-2734,128.432565394951,2024-12-20,공공,055-580-2734,N,축구장,경상남도 함안군 대산면 구혜리 163 대산공설운동장,X,,,25288.0,,
                                    D004455430A1117CBBB366024CC71417,와동축구장,축구장,경기도,안산시,와동 95-2,경기도,N,,18556,20161107.0,공원과,정상운영,위탁운영        ,지자체,2016-11-07,안산시,실외,36.402034175,,경기도,,안산시,,031-481-1729,127.428595897,2024-12-20,공공,031-481-4990,N,축구장,와동 95-2,,Www.asanuc.net,,,,
                                    B1DF38AED2195EE35646381149761777,비자구장,축구장,경상남도,남해군,서면 서상리 1316-5,경상남도,N,,18568,20161231.0,체육시설사업소,정상운영,자체운영        ,지자체,2016-12-31,남해군,실외,34.8101973683,668873.0,경상남도,,남해군,668873.0,055-860-8664,127.834180711,2025-01-25,공공,055-860-8664,N,축구장,경남 남해군 서면 서상리 1316-5,N,,,7500.0,,500.0
                                    15B67864D553987FE31D7F3301DB3341,팔마보조경기장,축구장,전라남도,순천시,전라남도 순천시 팔마로 333 (연향동),전라남도,N,팔마보조경기장,18569,20061210.0,체육시설운영과,정상운영,자체운영        ,지자체,2016-11-07,순천시,실외,34.935914702166585,57992.0,전라남도,연향동,순천시,57992.0,061-749-8476,127.5184888997117,2024-12-27,공공,061-749-8477,N,축구장,,N,,200.0,1606.0,20061210.0,
                                    84A6C9FD4941FE8371C51524022D16A8,부주산축구장,축구장,전라남도,목포시,,전라남도,N,,18578,20030320.0,체육시설관리과,정상운영,,지자체,2016-12-31,목포시,,,,전라남도,,목포시,,061-284-2035,,2024-10-31,공공,061-284-2035,N,축구장,옥암동 산 17번지,,,500.0,,20030320.0,500.0
                                    D641A2B41F75A41B82EB65F0010AEA1F,종합운동장보조구장(B구장),축구장,강원특별자치도,양구군,양구읍 하리 96-3,강원특별자치도,N,,18581,20161231.0,문화체육과,정상운영,자체운영        ,지자체,2016-12-31,양구군,실외,38.1092699737,255802.0,강원특별자치도,,양구군,255802.0,033-480-2257,127.985639983,2024-12-30,공공,033-480-2319,N,축구장,강원특별자치도 양구군 양구읍 하리 96-3,N,,178.0,,,300.0
                                    6EC234D288563D72C03736DBC046CCA5,원능하수처리장축구장,축구장,경기도,고양시,토당동 676-21,경기도,N,,18591,,하수행정과,정상운영,자체운영        ,지자체,2016-12-31,고양시,실외,37.6249268303,412820.0,경기도,,고양시,412820.0,031-8075-4596,126.795486903,2024-12-13,공공,031-8075-4596,N,축구장,경기 고양시 덕양구 토당동 676-21,N,,,700.0,,
                                    633D12C41EF8A85ABE15CD313E837FF0,수동면축구장,축구장,경기도,남양주시,경기도 남양주시 수동면 지둔로 423-21,경기도,N,,18603,20080921.0,화도수동행정복지센터,정상운영,자체운영        ,지자체,2016-12-31,남양주시,실외,37.720542803425,12028.0,경기도,지둔리,남양주시,12028.0,031-590-4854,127.300251844899,2025-01-24,공공,031-590-4051,N,축구장,경기도 남양주시 수동면 지둔리 301-9,Y,,546.0,130.0,20080921.0,
                                    5100C02E874D60CBC870920E45BE8482,어방체육공원,축구장,경상남도,김해시,,경상남도,N,,18605,,체육지원과,정상운영,위탁운영        ,지자체,2016-12-31,김해시,실외,35.2420889657894,,경상남도,어방동,김해시,,055-339-8866,128.897993202632,2025-04-03,공공,055-330-3606,N,축구장,경남 김해시 어방동 657,N,http://yes.gimhae.go.kr/,500.0,2975.0,,500.0
                                    A47A3F974A29AFC971534A87603E13A1,순창생활체육운동장,축구장,전북특별자치도,순창군,순창읍 남계리 134-1,전북특별자치도,N,,18650,20040101.0,체육진흥사업소,정상운영,자체운영        ,지자체,2016-12-31,순창군,실외,35.3780838283,595803.0,전북특별자치도,,순창군,595803.0,063-650-5528,127.151730595,2024-12-31,공공,063-650-5528,N,축구장,전북 순창군 순창읍 남계리 134-1,N,,300.0,60.0,20040101.0,1000.0
                                    93371611805CE1DE96483745A719D4AA,알천축구장(1),축구장,경상북도,경주시,,경상북도,N,,18665,20031231.0,체육진흥과,정상운영,위탁운영        ,지자체,2016-12-31,경주시,실외,35.84073532503453,780110.0,경상북도,구황동,경주시,,054-750-8554,129.2433649915103,2024-12-31,공공,054-779-6967,N,축구장,경북 경주시 구황동 883-1,X,,,4297.0,20031231.0,
                                    B759012D1C2A9F6091DF459AC695C8B4,대신체육공원축구장,축구장,경기도,여주시,대신면 율촌리 산40 (여양로 1500),경기도,N,,18677,20161107.0,,정상운영,위탁운영        ,지자체,2016-11-07,여주시,실외,37.3735764113,469844.0,경기도,,여주시,469844.0,,127.581588103,2025-01-23,공공,,N,축구장,경기 여주시 대신면 율촌리 산 40,,,500.0,,,1200.0
                                    95488CF838827371FC790D068338CE3B,영흥면종합운동장,축구장,인천광역시,옹진군,인천광역시 옹진군 영흥면 영흥로348번길 175-29,인천광역시,N,,18682,20131231.0,관광문화진흥과,정상운영,자체운영        ,지자체,2016-12-31,옹진군,실외,37.2589481203,23119.0,인천광역시,내리,옹진군,23119.0,032-899-3814,126.4730064788,2025-05-21,공공,032-899-2242,N,축구장,,X,,1100.0,6809.0,20131231.0,1100.0
                                    6EF964711B6EE1A6575D78870C3A3386,옥종다목적생활공원,축구장,경상남도,하동군,경상남도 하동군 옥종면 옥종중앙길 132,경상남도,N,,18686,,체육시설사업소,정상운영,자체운영        ,지자체,2016-12-31,하동군,실외,35.1871198957,52313.0,경상남도,병천리,하동군,52313.0,055-880-2384,127.8776400774,2024-12-10,공공,055-880-6443,N,축구장,,X,,,29568.0,,
                                    774D8BDBC128159AA75EAFD0FD36F79F,대청종합운동장,축구장,인천광역시,옹진군,인천광역시 옹진군 대청면 대청로 80,인천광역시,N,,18717,20121231.0,관광문화진흥과,정상운영,자체운영        ,지자체,2016-12-31,옹진군,실외,37.8325360432,23105.0,인천광역시,대청리,옹진군,23105.0,032-899-3613,124.7140100442,2025-05-21,공공,032-899-2243,N,축구장,,X,,810.0,592.0,20121231.0,810.0
                                    B96243CA8281F9FA5920E15D026353AF,바다구장,축구장,경상남도,남해군,서면 서상리 1182-1,경상남도,N,,18720,20161231.0,체육시설사업소,정상운영,자체운영        ,지자체,2016-12-31,남해군,실외,34.8063358496,668873.0,경상남도,,남해군,668873.0,055-860-8664,127.833656586,2025-01-25,공공,055-860-8664,N,축구장,경남 남해군 서면 서상리 1182-1,N,,150.0,9616.0,,500.0
                                    EC658AD0138DC4B343D686A48EEDEE75,김화생활체육공원풋살장,축구장,강원특별자치도,철원군,강원특별자치도 철원군 김화읍 청양로 649,강원특별자치도,N,,18725,20050125.0,문화체육과,정상운영,자체운영        ,지자체,2016-12-31,철원군,없음,38.2498141169,24055.0,강원특별자치도,,철원군,24055.0,033-450-5291,127.4136593909,2024-12-31,공공,033-450-4351,N,축구장,강원특별자치도 철원군 김화읍 청양리 1,N,,500.0,1584.0,20050125.0,1500.0
                                    D46FD22014DB96A2BBA916C3EDF71FE8,생활체육공원축구장,축구장,강원특별자치도,횡성군,,강원특별자치도,N,,18729,20090112.0,시설관리사업소,정상운영,,지자체,2016-12-31,횡성군,,,,강원특별자치도,,횡성군,,033-340-5957,,2024-10-31,공공,033-340-5957,N,축구장,,,,1500.0,365.0,20090112.0,2000.0
                                    1EFE385DA95C3D2D6E3E6EBB539663C6,백운공원인조잔디축구장,축구장,인천광역시,부평구,인천광역시 부평구 함봉로36번길 8-17 (십정동),인천광역시,N,인천광역시 부평구 십정동 186-419,18761,20161231.0,공원녹지과,정상운영,위탁운영        ,지자체,2016-12-31,부평구,실외,37.4824700416,21447.0,인천광역시,십정동,부평구,21447.0,,126.695769929,2025-04-19,공공,032-509-6973,N,축구장,,,,,6611.0,,
                                    66EDFCBEE8821E48D627756979B3E13A,강천수변공원경기장,축구장,전라남도,순천시,전라남도 순천시 서면 강청길82,전라남도,N,,18763,,체육시설팀,정상운영,자체운영        ,지자체,2016-12-31,순천시,실외,34.987412445861985,57926.0,전라남도,선평리,순천시,57926.0,061-749-6662,127.5008074864772,2024-10-31,공공,061-749-6662,N,축구장,전라남도 순천시 서면 선평리 818,X,,100.0,7348.0,,
                                    9059FE73283B4224863C71D2718D5CEC,곡성다목적운동장,축구장,전라남도,곡성군,전라남도 곡성군 곡성읍 학교로 56,전라남도,N,,18778,20161231.0,,정상운영,자체운영        ,지자체,2016-12-31,곡성군,없음,35.2811243177,57537.0,전라남도,교촌리,곡성군,57537.0,,127.2874900323,2024-10-31,공공,,N,축구장,,,,,0.0,,
                                    59F6579DB41B936BF740FE2875FC1B81,흥천체육공원축구장,축구장,경기도,여주시, 흥천면 효지리 223,경기도,N,,18784,20161107.0,,정상운영,위탁운영        ,지자체,2016-11-07,여주시,실외,37.3314916602,469823.0,경기도,,여주시,469823.0,,127.546839789,2025-01-23,공공,,N,축구장,경기 여주시 흥천면 효지리 223,,,,,,
                                    F2101502D6B127049715B7585C28AB17,중산2호근린공원축구장,축구장,경기도,고양시,경기도 고양시 일산동구 중산로 296 (중산동),경기도,N,,18791,,체육진흥과,정상운영,위탁운영        ,지자체,2016-12-31,고양시,실외,37.6986680789,10330.0,경기도,중산동,고양시 일산동구,10330.0,031-909-9000,126.7822083059,2024-12-17,공공,031-8075-2341,N,축구장,,X,http://www.gys.or.kr/subpage/index/28,,8362.0,,
                                    1827C7299CB8F88E8F5159D8C7176E9A,연무문화체육센터(축구장),축구장,충청남도,논산시,충청남도 논산시 연무읍 연무로166번길 64,충청남도,N,,18795,19999999.0,,정상운영,자체운영        ,지자체,2016-12-31,논산시,실외,36.1255117610911,33007.0,충청남도,안심리,논산시,33007.0,041-746-8986,127.095036566681,2025-05-02,공공,,N,축구장,충청남도 논산시 연무읍 안심리 75,N,,600.0,9147.0,,600.0
                                    033EEC95B3069EF2A74CBCAE2E827AC7,이천훈련원대운동장,축구장,경기도,이천시,경기도 이천시 신둔면 석동로 167,경기도,Y,,18800,20161231.0,경영관리부,정상운영,자체운영        ,대한장애인체육회,2016-12-31,,없음,37.33058697582604,17300.0,,도암리,이천시,17300.0,,127.43379379012693,2024-10-31,공공,031-526-9412,N,축구장,,,,,,,
                                    1BA3AC416FC8F2520B608CB3F1A78820,교하체육공원축구장,축구장,경기도,파주시,하지석동 326-3,경기도,N,,18803,,시설운영팀,정상운영,자체운영        ,지자체,2016-12-31,파주시,실외,37.7619531414,413220.0,경기도,,파주시,413220.0,031-940-5244,126.741662358,2024-10-31,공공,031-940-5234,N,축구장,경기 파주시 하지석동 326-3,X,,,6500.0,,
                                    7B48C31913B8B0698CCA63585CC09E41,강변환경공원 축구장,축구장,부산광역시,,부산광역시 사하구 을숙도대로 466 (신평동),부산광역시,N,남부하수처리장,18810,20100301.0,생활수질개선과,정상운영,위탁운영        ,지자체,2016-12-31,,실외,35.08310196327214,49470.0,부산광역시,신평동,사하구,49470.0,759-790-1335,128.95393887582676,2024-12-10,공공,051-888-3735,N,축구장,부산광역시 사하구 신평동 659-2,Y,,,,20100301.0,
                                    C912B3109732D134B77A7ECF9630912A,백령면종합운동장,축구장,인천광역시,옹진군,인천광역시 옹진군 백령면 백령남로 458,인천광역시,N,,18831,20101231.0,관광문화진흥과,정상운영,자체운영        ,지자체,2016-12-31,옹진군,실외,37.9391955046,23104.0,인천광역시,남포리,옹진군,23104.0,032-899-3514,124.699657935,2025-05-21,공공,032-899-2242,N,축구장,,X,,900.0,867.0,20101231.0,900.0
                                    EF0F078FB54348C29BD78646D6BDF6A0,백사면체육공원 축구장,축구장,경기도,이천시,이천시 백사면 송말리 748,경기도,N,,18834,20161231.0,,정상운영,자체운영        ,지자체,2016-12-31,이천시,실외,37.3465596893,467831.0,경기도,,이천시,467831.0,031-644-8512,127.47523463,2024-10-31,공공,031-644-8512,N,축구장,,,,,,,200.0
                                    C49FFA2EC72FE66AD93E58803A66E5DA,예천인조잔디축구장,축구장,경상북도,예천군,예천군 예천읍 양궁장길 38,경상북도,N,예천군 청복리,18858,20091201.0,문화체육사업소,정상운영,자체운영        ,지자체,2016-11-07,예천군,실내외,36.6346279491,757807.0,경상북도,,예천군,757807.0,054-650-6093,128.468390567,2024-10-31,공공,054-650-6093,N,축구장,경북 예천군 예천읍 양궁장길 38,N,,,52555.0,20091201.0,
                                    5C7B9EAE234D1A8B294CDAF8C53D5354,붕어섬축구장,축구장,강원특별자치도,화천군,화천읍 하리 190,강원특별자치도,N,,18867,,문화체육과,정상운영,위탁운영        ,지자체,2016-11-07,화천군,실외,38.0954015478,209804.0,강원특별자치도,,화천군,209804.0,033-440-2257,127.692779804,2025-05-08,공공,033-440-4552,N,축구장,강원특별자치도 화천군 화천읍 하리 190,X,http://www.ihc.go.kr/www/index.do,,6611.0,,
                                    3F6C6D17FD0506445842075D967D3AB1,비봉인조잔디축구장,축구장,경기도,화성시,,경기도,N,,18868,20161231.0,,정상운영,,지자체,2016-12-31,화성시,,,,경기도,,화성시,,,,2024-10-31,공공,,N,축구장,비봉면 유포리 일원 비봉인공습지,,,366.0,280.0,,400.0
                                    61A6E5DF0747C40F8D12104655D64FA2,승기잔디구장,축구장,인천광역시,,인천광역시 남동구 비류대로 629 (남촌동),인천광역시,N,,18884,20061228.0,체육진흥과,정상운영,위탁운영        ,지자체,2016-12-31,,실외,37.42348234247525,21622.0,인천광역시,남촌동,남동구,21622.0,032-880-5555,126.70432081644614,2024-10-31,공공,032-440-4077,N,축구장,,N,,,9807.0,20061228.0,
                                    23D60BE9FA747718698E5A8712B71A61,수원월드컵경기장인조2경기장,축구장,경기도,수원시, 우만동 228,경기도,N,,18890,,체육진흥과,정상운영,자체운영        ,지자체,2016-11-07,수원시,실외,37.28736966,442765.0,경기도,,수원시,442765.0,031-259-2042,127.037588705,2024-12-17,공공,031-228-3201,N,축구장,경기 수원시 팔달구 우만동 228,X,,194.0,8185.0,,300.0
                                    F17FB6687C97B77F3DA5FF18777C5274,수안보생활체육공원축구장,축구장,충청북도,충주시,수안보면 안보리 425-2,충청북도,N,,18894,20111201.0,체육시설관리과,정상운영,자체운영        ,지자체,2016-12-31,충주시,실외,36.8394724458,380942.0,충청북도,,충주시,380942.0,043-850-3282,128.006222614,2025-01-30,공공,043-850-3904,N,축구장,충북 충주시 수안보면 안보리 425-2,N,,500.0,271.0,20111201.0,500.0
                                    88E6FF1DA6EC2E488052AEAAB54F3D96,화순인조잔디구장,축구장,전라남도,화순군,전라남도 화순군 화순읍 학포로 2698,전라남도,N,,18895,20101231.0,스포츠산업과,정상운영,자체운영        ,지자체,2016-12-31,화순군,실외,35.048542611,58149.0,전라남도,대리,화순군,58149.0,061-379-3402,126.9652937269,2025-01-16,공공,061-379-3401,N,축구장,,N,,200.0,102.0,20101231.0,500.0
                                    3A0635D3A8170A916ED3F27DE8B41B7D,대강생활체육공원축구장,축구장,충청북도,단양군,충청북도 단양군 대강면 사인암로 760-9,충청북도,N,,18898,20051023.0,체육진흥팀,정상운영,자체운영        ,지자체,2016-11-07,단양군,실외,36.9197050932,27027.0,충청북도,두음리,단양군,27027.0,043-420-3752,128.3570616294,2024-11-06,공공,043-420-2582,N,축구장,,,https://www.danyang.go.kr/dy21/%EC%83%9D%ED%99%9C%EC%A0%95%EB%B3%B4/%EA%B5%B0%EB%AF%BC%EC%83%9D%ED%99%9C%EA%B3%B5%EA%B0%84/%EC%B2%B4%EC%9C%A1%EC%8B%9C%EC%84%A4,,8264.0,20051023.0,
                                    B90726D3B3E98E576A942EDC7942DF29,장계체육공원축구장,축구장,전북특별자치도,장수군,전라북도 장수군 장계면 체육공원길 40,전북특별자치도,N,,18901,20051230.0,체육맑은물사업소,정상운영,자체운영        ,지자체,2016-12-31,장수군,실외,35.7284186691,55617.0,전북특별자치도,,장수군,55617.0,063-350-2336,127.5903108895,2024-12-31,공공,063-350-2336,N,축구장,,N,,80.0,330.0,20051230.0,300.0
                                    CD28EEFB053A25BCE88C1A984A765B56,전용구장,축구장,강원특별자치도,동해시,동해시 덕골길 10,강원특별자치도,N,,18908,20110725.0,체육교육과,정상운영,위탁운영        ,지자체,2016-12-31,동해시,실외,37.5160608813,240808.0,강원특별자치도,,동해시,240808.0,033-539-3561,129.102197492,2024-11-26,공공,033-539-8228,N,축구장,강원특별자치도 동해시 덕골길 10,X,,1000.0,7762.0,20110725.0,1500.0
                                    3E68AB58A333E66534EEDDE9990DF63B,도초종합운동장,축구장,전라남도,신안군,도초면 외남리 563-5,전라남도,N,,18944,20120101.0,문화관광과,정상운영,자체운영        ,지자체,2016-12-31,신안군,실외,34.705297615,535894.0,전라남도,,신안군,535894.0,,125.949494415,2025-04-04,공공,061-240-8368,N,축구장,,,,,358.0,20120101.0,
                                    D50C9EA09D067DA1A653010A2712AB69,성남종합운동장보조경기장인조잔디구장,축구장,경기도,성남시,중원구 제일로 60,경기도,N,,18960,19990410.0,체육진흥과 시설관리팀,정상운영,위탁운영        ,지자체,2016-12-31,성남시,실외,37.4315999526,462826.0,경기도,,성남시,462826.0,031-729-3055,127.138083196,2025-01-14,공공,031-729-3053,N,축구장,경기 성남시 중원구 제일로 60,X,https://spo.isdc.co.kr,446.0,20181.0,19990410.0,500.0
                                    F9E8AB7740DEAF28EC5EEED0A994E05C,동학산공원축구장,축구장,경기도,화성시,석우동 29-3,경기도,N,,18965,20161231.0,,정상운영,,지자체,2016-12-31,화성시,,37.2205569607,445170.0,경기도,,화성시,445170.0,,127.078630892,2024-10-31,공공,,N,축구장,경기 화성시 석우동 29-3,,,350.0,,,350.0
                                    3F05740277CB9A3064C8AA96D9975DB2,매포생활체육공원축구장,축구장,충청북도,단양군,충청북도 단양군 매포읍 평동4로 91,충청북도,N,,18968,20071201.0,체육진흥팀,정상운영,자체운영        ,지자체,2016-11-07,단양군,실외,37.0324773038,27006.0,충청북도,평동리,단양군,27006.0,043-420-3602,128.2957126301,2024-11-06,공공,043-420-2582,N,축구장,,,https://www.danyang.go.kr/dy21/%EC%83%9D%ED%99%9C%EC%A0%95%EB%B3%B4/%EA%B5%B0%EB%AF%BC%EC%83%9D%ED%99%9C%EA%B3%B5%EA%B0%84/%EC%B2%B4%EC%9C%A1%EC%8B%9C%EC%84%A4,,7933.0,20071201.0,
                                    4D705A27A7E1065FA42829955A3BDED4,봉산체육공원잔디축구장,축구장,경상남도,합천군,경상남도 합천군 봉산면 서부로 4344-7,경상남도,N,,18972,20161231.0,공공시설사업소,정상운영,자체운영        ,지자체,2016-12-31,합천군,실외,35.626901749002826,50211.0,경상남도,김봉리,합천군,50211.0,055-930-4934,128.0437243701698,2024-10-31,공공,055-930-4934,N,축구장,경상남도 합천군 봉산면 김봉리 1,N,,,109.0,,300.0
                                    FA3A44D79F4833A3A284289193926F89,신천유소년축구장,축구장,대구광역시,,대구광역시 북구 조야로2길 209 (서변동),대구광역시,N,대구공공시설관리공단 신천사업소,18978,20011231.0,대구공공시설관리공단 신천사업소,정상운영,자체운영        ,지자체,2016-11-07,,실외,36.49787652957536,41480.0,대구광역시,서변동,북구,41480.0,053-605-8107,127.2654340155254,2025-01-08,공공,053-605-8107,N,축구장,대구광역시 북구 서변동 1290-4,X,www.dpfc.or.kr,,4033.0,20011231.0,
                                    956B1509776A6D212E477C3F83583DAD,문산체육공원축구장,축구장,경기도,파주시,문산읍 임진리 51-21,경기도,N,,18979,,시설운영팀,정상운영,자체운영        ,지자체,2016-12-31,파주시,실외,37.8842317559,413902.0,경기도,,파주시,413902.0,031-940-5244,126.793303212,2025-04-21,공공,031-940-5234,N,축구장,경기 파주시 문산읍 임진리 51-21,X,,560.0,7412.0,,
                                    2DA7B81C958E9CDEA74B006E7D42EABF,삼호인조잔디축구장,축구장,전라남도,영암군,전라남도 영암군 삼호읍 대불주거9로 27,전라남도,N,,18989,20110627.0,테크노폴리스사업소,정상운영,자체운영        ,지자체,2016-12-31,영암군,실외,34.756847372,58456.0,전라남도,용앙리,영암군,58456.0,061-470-6891,126.4510445545,2025-01-28,공공,061-470-6891,N,축구장,,X,,,,20110627.0,1400.0
                                    E4943F1426E3F64419F700E4EC397925,충주시클린에너지파크축구장,축구장,충청북도,충주시,대소원면 성종두담길 21,충청북도,N,,19001,20100831.0,자원순환과,정상운영,자체운영        ,지자체,2016-12-31,충주시,실외,36.9411636328,380873.0,충청북도,,충주시,380873.0,043-870-7960,127.848193192,2024-10-31,공공,043-845-0180,N,축구장,충북 충주시 대소원면 성종두담길 21,X,cjfmc.or.kr,60.0,4900.0,20100831.0,25.0
                                    4442A9272AEB2A4880C5579F90921229,설봉공원 히딩크 드림필드,축구장,경기도,이천시,경기도 이천시 경충대로2709번길 128 (관고동),경기도,N,,19002,20161231.0,,정상운영,자체운영        ,지자체,2016-12-31,이천시,실외,37.279456462,17379.0,경기도,관고동,이천시,17379.0,031-631-7939,127.4275533243,2024-10-31,공공,031-631-7939,N,축구장,,,,,1100.0,,
                                    89C9651F12E61C0798B7BF033CC9E254,마산종합운동장보조경기장,축구장,경상남도,창원시,양덕동477,경상남도,N,,19010,,체육진흥과,정상운영,위탁운영        ,지자체,2016-12-31,창원시,실내외,35.2218294058,630725.0,경상남도,,창원시,630725.0,055-712-0504,128.580194109,2024-11-24,공공,055-225-3734,N,축구장,경남 창원시 마산회원구 양덕동 477,N,,150.0,8585.0,,150.0
                                    0DD64EC47C1B5B4C37358E056F34B486,희망공원 축구장(A),축구장,경기도,시흥시,경기도 시흥시 군자천로131번길 64 (정왕동),경기도,N,,19023,20100901.0,체육시설팀,정상운영,위탁운영        ,지자체,2016-11-07,시흥시,실외,37.3359334483,15092.0,경기도,정왕동,시흥시,15092.0,031-310-3159,126.7150486919,2025-04-30,공공,031-310-2141,N,축구장,,X,,,6288.0,20100901.0,
                                    97E51A867C6A5D4EB41EA886DD7C4C74,강변 축구장(4),축구장,경상북도,안동시,경북 안동시 태화동 505,경상북도,N,,19033,19000101.0,체육새마을과,정상운영,자체운영        ,지자체,2016-11-07,안동시,실외,36.5567033904388,,경상북도,태화동,안동시,,054-840-3872,128.711473952519,2024-10-31,공공,054-840-3872,N,축구장,경북 안동시 태화동 505,X,www.andong.go.kr,,0.0,,
                                    5042F414844C658C56C78C8F2DE5197B,남면공설운동장,축구장,강원특별자치도,홍천군,,강원특별자치도,N,홍천군 남면 월천리 341,19036,20131014.0,남면사무소,정상운영,자체운영        ,지자체,2016-12-31,홍천군,실내외,37.6277240298,25108.0,강원특별자치도,,홍천군,25108.0,033-430-4473,127.7748849301,2024-10-31,공공,033-430-4474,N,축구장,,,https://www.hongcheon.gangwon.kr/nammyeon/index.do,588.0,380.0,20131014.0,1500.0
                                    21FA64CA7B8D527A216E75C2CAA9F137,우수영축구장,축구장,전라남도,해남군,전라남도 해남군 문내면 관광레저로 12-36,전라남도,N,,19038,19990101.0,우수영유스호스텔,정상운영,자체운영        ,지자체,2016-12-31,해남군,실내외,34.5741011649,59004.0,전라남도,학동리,해남군,59004.0,061-530-5541,126.3116391826,2024-10-31,공공,061-530-5541,N,축구장,전라남도 해남군 문내면 학동리 1035 우수영유스호스텔,N,,,5242.0,,
                                    1DB23F3820974D3B5177CC27169C3416,이동공설운동장,축구장,경상남도,남해군,경남 남해군 이동면 무림리 1169,경상남도,N,,19040,20161231.0,체육시설사업소,정상운영,자체운영        ,지자체,2016-12-31,남해군,실외,34.802530291,668811.0,경상남도,,남해군,,055-8608-664,127.955986251,2025-03-17,공공,055-860-8664,N,축구장,경남 남해군 이동면 무림리 1169,N,http://www.namhae.go.kr/,,202.0,,300.0
                                    4E61AF805F2EE8F44EB24FC01AEDEED3,간성보조구장,축구장,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 수성로 87,강원특별자치도,N,,19053,20080403.0,관광문화체육과,정상운영,자체운영        ,지자체,2016-12-31,고성군,실외,38.37630041906882,24728.0,강원특별자치도,,고성군,24728.0,033-680-3712,128.46532156990682,2025-01-13,공공,033-680-3714,N,축구장,강원특별자치도 고성군 간성읍 상리 500,N,,,7150.0,20080403.0,
                                    5C215686701376E3EBFA7AC2311DD226,칠북면공설운동장,축구장,경상남도,함안군,경남 함안군 칠북면 화천리 789-2,경상남도,N,,19063,19999999.0,문화공보체육과,정상운영,자체운영        ,지자체,2016-12-31,함안군,실내외,35.3570817142868,,경상남도,화천리,함안군,,055-580-2734,128.51614231905,2024-12-20,공공,055-580-2734,N,축구장,경남 함안군 칠북면 화천리 789-2,X,,,17296.0,,1000.0
                                    52A6E9E6926568A16091AE0DC39585E8,화명생태공원축구장2면,축구장,부산광역시,,,부산광역시,N,,19069,19990101.0,낙동강관리본부 공원관리팀,정상운영,자체운영        ,지자체,2016-12-31,,실외,35.2304165710575,,부산광역시,화명동,북구,,051-310-6021,129.004068839868,2024-12-30,공공,051-310-6021,N,축구장,부산 북구 화명동 1718-18,N,www.busan.go.kr/nakdong,,,,
                                    E5F0E784CEED0EF8D7544449656CD0CD,대림동산축구장,축구장,경기도,안성시,경기 안성시 공도읍 마정리 45-2,경기도,N,,19103,,체육평생학습과,정상운영,위탁운영        ,지자체,2016-12-31,안성시,실내외,37.01694965659841,456822.0,경기도,마정리,안성시,,031-678-6863,127.21096286385628,2024-12-02,공공,031-678-6867,N,축구장,경기 안성시 공도읍 마정리 45-2,X,,300.0,1652.0,,1000.0
